Product Name,Price,Link
9'n'1 - Quality Men's Underwears - (Roundneck & Singlets & Boxers ),"₦ 23,125 - ₦ 25,000",https://www.jumia.com.ng/fashion-9n1-quality-mens-underwears-roundneck-singlets-boxers-106784521.html
I Love You Teddy Bear,"₦ 36,537",https://www.jumia.com.ng/generic-i-love-you-teddy-bear-263142928.html
The Macallan Double Cask 18 Years Old 70cl,"₦ 344,030",https://www.jumia.com.ng/the-macallan-double-cask-18-years-old-70cl-227820142.html
Lenovo 65W USB TYPE-C Laptop Charger,"₦ 22,944",https://www.jumia.com.ng/65w-usb-type-c-laptop-charger-lenovo-mpg6913140.html
Elevate Adjustable Nursing Pillow,"₦ 40,699",https://www.jumia.com.ng/elevate-adjustable-nursing-pillow-universal-mpg160775.html
Facefacts  Renew + Radiance Retinol Serum 30ml,"₦ 8,900",https://www.jumia.com.ng/facefacts-renew-radiance-retinol-serum-30ml-401709478.html
BIG DOUBLE INDUSTRY COOKER - LOCALLY MADE,"₦ 62,880",https://www.jumia.com.ng/generic-big-double-industry-cooker-locally-made-364444450.html
6-In-1 Pack Men Underwear Boxers- Multi Colour,"₦ 17,575 - ₦ 19,000",https://www.jumia.com.ng/fashion-6-in-1-pack-men-underwear-boxers-multi-colour-34708321.html
"3-1-Activity-Infant-To-Toddler,Napper, Feeding And Bounce Soother","₦ 45,232",https://www.jumia.com.ng/generic-3-1-activity-infant-to-toddlernapper-feeding-and-bounce-soother-317055777.html
Sonix 43 Inch Super HD SMART TV+ Wall Hanger,"₦ 212,768",https://www.jumia.com.ng/43-inch-super-hd-led-tv-wall-hanger-sonix-mpg3738760.html
